Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax	equivalentcharclass
Eastern Sorceror	Cold-Nightmare	0	19	743	3	2	37	252	merca222	merca241	12000	130	202	10	151	10	73	10	58	8	212	20	10	16	4	20	2	20	2	20	2	20	2	strhirespecial6	10	Glacial Spike	7	60	0	4	5	Chilling Armor	7	1000	0	8	10	Ice Blast	7	240	0	12	10																			5	15	2	50000	sor
Eastern Sorceror	Cold-Nightmare	0	19	743	3	2	61	252	merca222	merca241	12000	130	426	14	391	16	103	10	82	8	692	30	22	28	4	34	1	34	1	34	1	34	1	strhirespecial6	10	Glacial Spike	7	60	0	8	5	Chilling Armor	7	1000	0	16	10	Ice Blast	7	240	0	20	10																			5	15	2	50000	sor
Eastern Sorceror	Ltng-Nightmare	0	20	743	3	2	37	252	merca222	merca241	10000	120	202	10	151	10	73	10	58	8	212	20	10	16	4	20	2	20	2	20	2	20	2	strhirespecial5	10	Charged Bolt	7	60	0	7	5	Lightning	7	30	0	9	10																									5	15	2	50000	sor
Eastern Sorceror	Ltng-Nightmare	0	20	743	3	2	61	252	merca222	merca241	10000	120	426	14	391	16	103	10	82	8	692	30	22	28	4	34	1	34	1	34	1	34	1	strhirespecial5	10	Charged Bolt	7	60	0	11	5	Lightning	7	30	0	17	10																									5	15	2	50000	sor
Eastern Sorceror	Fire-Hell	0	21	743	3	3	61	252	merca222	merca241	21000	130	383	14	352	16	99	10	78	8	623	30	20	26	4	33	1	33	1	33	1	33	1	strhirespecial7	10	Inferno	7	60	0	19	10	Fire Ball	7	30	0	17	10																									5	15	2	50000	sor
Eastern Sorceror	Cold-Hell	0	22	743	3	3	61	252	merca222	merca241	27000	140	383	14	352	16	99	10	78	8	623	30	20	26	4	33	1	33	1	33	1	33	1	strhirespecial6	10	Glacial Spike	7	60	0	7	5	Chilling Armor	7	1000	0	15	10	Ice Blast	7	240	0	19	10																			5	15	2	50000	sor
Eastern Sorceror	Ltng-Hell	0	23	743	3	3	61	252	merca222	merca241	21000	130	383	14	352	16	99	10	78	8	623	30	20	27	4	33	1	33	1	33	1	33	1	strhirespecial5	10	Charged Bolt	7	60	0	10	5	Lightning	7	30	0	16	10																									5	15	2	50000	sor
Eastern Sorceror	Fire-Normal	100	15	743	3	1	15	252	merca222	merca241	1000	110	107	6	95	9	24	5	40	8	15	12	1	7	4	5	1	5	1	5	1	5	2	strhirespecial7	10	Meteor	7	30	0	6	10	Fire Mastery	1	0	0	1	10	Enchant	7	1000	0	1	10	Fire Ball	7	70	0	4	10	Fire Bolt	7	0	0	1	10							5	15	2	50000	sor
Eastern Sorceror	Fire-Normal	100	15	743	3	1	49	252	merca222	merca241	10000	120	356	12	419	16	46	5	74	8	423	24	18	24	4	17	1	17	1	17	1	17	2	strhirespecial7	10	Meteor	7	30	0	17	10	Fire Mastery	1	0	0	12	15	Enchant	7	1000	0	12	15	Fire Ball	7	70	0	15	10	Fire Bolt	7	0	0	12	15							5	15	2	50000	sor
Eastern Sorceror	Fire-Normal	100	15	743	3	1	79	252	merca222	merca241	21000	130	816	18	907	25	65	5	104	8	1143	36	33	39	4	25	0	25	0	25	0	25	1	strhirespecial7	10	Meteor	7	30	0	27	10	Fire Mastery	1	0	0	26	20	Enchant	7	1000	0	26	20	Fire Ball	7	70	0	25	10	Fire Bolt	7	0	0	26	20							5	15	2	50000	sor
Eastern Sorceror	Cold-Normal	100	16	743	3	1	15	252	merca222	merca241	1500	120	107	6	95	9	24	5	40	8	15	12	1	7	4	5	1	5	1	5	1	5	2	strhirespecial6	10	Blizzard	7	60	0	1	5	Cold Mastery	1	0	0	6	10	Glacial Spike	7	10	0	2	10	Ice Blast	7	0	0	6	10	Ice Bolt	7	0	0	6	10							5	15	2	50000	sor
Eastern Sorceror	Cold-Normal	100	16	743	3	1	49	252	merca222	merca241	12000	130	356	12	419	16	46	5	74	8	423	24	18	24	4	17	1	17	1	17	1	17	2	strhirespecial6	10	Blizzard	7	60	0	7	10	Cold Mastery	1	0	0	6	10	Glacial Spike	7	10	0	13	15	Ice Blast	7	0	0	17	10	Ice Bolt	7	0	0	17	10							5	15	2	50000	sor
Eastern Sorceror	Cold-Normal	100	16	743	3	1	79	252	merca222	merca241	27000	140	816	18	907	25	65	5	104	8	1143	36	33	39	4	25	0	25	0	25	0	25	1	strhirespecial6	10	Blizzard	7	60	0	22	10	Cold Mastery	1	0	0	6	10	Glacial Spike	7	10	0	27	15	Ice Blast	7	0	0	27	10	Ice Bolt	7	0	0	27	10							5	15	2	50000	sor
Eastern Sorceror	Ltng-Normal	100	17	743	3	1	15	252	merca222	merca241	1000	110	107	6	95	9	24	5	40	8	15	12	1	7	4	5	1	5	1	5	1	5	2	strhirespecial5	10	Lightning	7	60	0	4	10	Nova	7	0	0	1	8	Charged Bolt	7	0	0	3	10	Lightning Mastery	7	0	0	1	8	Chain Lightning	7	0	0	1	8							5	15	2	50000	sor
Eastern Sorceror	Ltng-Normal	100	17	743	3	1	49	252	merca222	merca241	10000	120	356	12	419	16	46	5	74	8	423	24	18	24	4	17	1	17	1	17	1	17	2	strhirespecial5	10	Lightning	7	60	0	15	10	Nova	7	0	0	10	8	Charged Bolt	7	0	0	14	10	Lightning Mastery	7	0	0	10	8	Chain Lightning	7	0	2	10	8							5	15	2	50000	sor
Eastern Sorceror	Ltng-Normal	100	17	743	3	1	79	252	merca222	merca241	21000	130	816	18	907	25	65	5	104	8	1143	36	33	39	4	25	0	25	0	25	0	25	1	strhirespecial5	10	Lightning	7	60	0	25	10	Nova	7	0	0	18	8	Charged Bolt	7	0	0	24	10	Lightning Mastery	7	0	0	18	8	Chain Lightning	7	0	0	18	8							5	15	2	50000	sor
Eastern Sorceror	Fire-Nightmare	100	18	743	3	2	49	252	merca222	merca241	10000	120	356	12	419	16	46	5	74	8	423	24	18	24	4	17	1	17	1	17	1	17	2	strhirespecial7	10	Meteor	7	30	0	17	10	Fire Mastery	1	0	0	12	15	Enchant	7	1000	0	12	15	Fire Ball	7	70	0	15	10	Fire Bolt	7	0	0	12	15							5	15	2	50000	sor
Eastern Sorceror	Fire-Nightmare	100	18	743	3	2	79	252	merca222	merca241	21000	130	816	18	907	25	65	5	104	8	1143	36	33	39	4	25	0	25	0	25	0	25	1	strhirespecial7	10	Meteor	7	30	0	27	10	Fire Mastery	1	0	0	26	20	Enchant	7	1000	0	26	20	Fire Ball	7	70	0	25	10	Fire Bolt	7	0	0	26	20							5	15	2	50000	sor
Eastern Sorceror	Cold-Nightmare	100	19	743	3	2	49	252	merca222	merca241	12000	130	356	12	419	16	46	5	74	8	423	24	18	24	4	17	1	17	1	17	1	17	2	strhirespecial6	10	Blizzard	7	60	0	7	10	Cold Mastery	1	0	0	6	10	Ice Bolt	7	0	0	17	10	Glacial Spike	7	0	0	13	15	Ice Blast	7	0	0	17	10							5	15	2	50000	sor
Eastern Sorceror	Cold-Nightmare	100	19	743	3	2	79	252	merca222	merca241	27000	140	816	18	907	25	65	5	104	8	1143	36	33	39	4	25	0	25	0	25	0	25	1	strhirespecial6	10	Blizzard	7	60	0	22	10	Cold Mastery	1	0	0	6	10	Ice Bolt	7	0	0	27	10	Glacial Spike	7	0	0	27	15	Ice Blast	7	0	0	27	10							5	15	2	50000	sor
Eastern Sorceror	Ltng-Nightmare	100	20	743	3	2	49	252	merca222	merca241	10000	120	356	12	419	16	46	5	74	8	423	24	18	24	4	17	1	17	1	17	1	17	2	strhirespecial5	10	Lightning	7	60	0	15	10	Nova	7	0	0	10	8	Chain Lightning	7	0	2	10	8	Charged Bolt	7	0	4	14	10	Lightning Mastery	1	0	0	10	8							5	15	2	50000	sor
Eastern Sorceror	Ltng-Nightmare	100	20	743	3	2	79	252	merca222	merca241	21000	130	816	18	907	25	65	5	104	8	1143	36	33	39	4	25	0	25	0	25	0	25	1	strhirespecial5	10	Lightning	7	60	0	25	10	Nova	7	0	0	18	8	Chain Lightning	7	0	0	18	8	Charged Bolt	7	0	0	24	10	Lightning Mastery	1	0	0	18	8							5	15	2	50000	sor
Eastern Sorceror	Fire-Hell	100	21	743	3	3	79	252	merca222	merca241	21000	130	816	18	907	25	65	5	104	8	1143	36	33	39	4	25	0	25	0	25	0	25	1	strhirespecial7	10	Meteor	7	30	0	27	10	Fire Mastery	1	0	0	26	20	Enchant	7	1000	0	26	20	Fire Ball	7	70	0	25	10	Fire Bolt	7	0	0	26	20							5	15	2	50000	sor
Eastern Sorceror	Cold-Hell	100	22	743	3	3	79	252	merca222	merca241	27000	140	816	18	907	25	65	5	104	8	1143	36	33	39	4	25	0	25	0	25	0	25	1	strhirespecial6	10	Blizzard	7	60	0	22	10	Cold Mastery	1	0	0	6	10	Glacial Spike	7	0	0	27	15	Ice Blast	7	0	0	27	10	Ice Bolt	7	0	0	27	10							5	15	2	50000	sor
Eastern Sorceror	Ltng-Hell	100	23	743	3	3	79	252	merca222	merca241	21000	130	816	18	907	25	65	5	104	8	1143	36	33	39	4	25	0	25	0	25	0	25	1	strhirespecial5	10	Lightning	7	60	0	25	10	Charged Bolt	7	0	0	24	10	Lightning Mastery	1	0	0	18	8	Chain Lightning	7	0	0	18	8	Nova	7	0	0	18	8							1	15	2	50000	sor
Barbarian	2hs-Normal	0	24	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	16	20	6	56	7	56	7	56	7	56	7		50	Bash	4	15	0	4	10	Stun	4	15	0	3	8																									5	15	2	50000	dru
Barbarian	2hs-Normal	0	24	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	27	31	8	81	7	81	7	81	7	81	7		50	Bash	4	50	0	9	10	Stun	4	50	0	7	8																									5	15	2	50000	dru
Barbarian	2hs-Normal	0	24	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	60	64	8	139	4	139	4	139	4	139	4		50	Bash	4	75	0	20	0	Stun	4	75	0	16	0																									5	15	2	50000	dru
Barbarian	2hs-Normal	0	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	16	20	6	56	7	56	7	56	7	56	7		50	Bash	4	15	0	4	10	Stun	4	15	0	3	8																									5	15	2	50000	dru
Barbarian	2hs-Normal	0	25	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	27	31	8	81	7	81	7	81	7	81	7		50	Bash	4	50	0	9	10	Stun	4	50	0	7	8																									5	15	2	50000	dru
Barbarian	2hs-Normal	0	25	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	60	64	8	139	4	139	4	139	4	139	4		50	Bash	4	75	0	20	0	Stun	4	75	0	16	0																									5	15	2	50000	dru
Barbarian	2hs-Nightmare	0	26	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	25	29	8	78	7	78	7	78	7	78	7		50	Bash	4	50	0	8	10	Stun	4	50	0	6	8																									5	15	2	50000	dru
Barbarian	2hs-Nightmare	0	26	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	58	62	8	136	4	136	4	136	4	136	4		50	Bash	4	75	0	19	0	Stun	4	75	0	15	0																									5	15	2	50000	dru
Barbarian	2hs-Nightmare	0	27	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	25	29	8	78	7	78	7	78	7	78	7		50	Bash	4	50	0	8	10	Stun	4	50	0	6	8																									5	15	2	50000	dru
Barbarian	2hs-Nightmare	0	27	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	58	62	8	136	4	136	4	136	4	136	4		50	Bash	4	75	0	19	0	Stun	4	75	0	15	0																									5	15	2	50000	dru
Barbarian	2hs-Hell	0	28	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	56	60	8	133	4	133	4	133	4	133	4		50	Bash	4	70	0	18	0	Stun	4	70	0	14	0																									5	15	2	50000	dru
Barbarian	2hs-Hell	0	29	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	56	60	8	133	4	133	4	133	4	133	4		50	Bash	4	70	0	18	0	Stun	4	70	0	14	0																									5	15	2	50000	dru
Barbarian	2hs-Normal	100	24	561	5	1	28	515	MercX101	MercX167	9000	120	450	19	300	15	101	15	63	10	150	20	16	20	6	56	7	56	7	56	7	56	7	StrSkill21	50	BarWearbear	4	1000	0	8	10	Fire Claws	4	70	0	6	8	Shape Shifting	1	0	0	5	8	Firestorm	0	0	0	5	8	Molten Boulder	0	0	0	5	8							1	15	2	50000	dru
Barbarian	2hs-Normal	100	24	561	5	1	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7	StrSkill21	50	BarWearbear	4	1000	0	18	10	Fire Claws	4	70	0	14	8	Shape Shifting	1	0	0	13	8	Firestorm	0	0	0	13	8	Molten Boulder	0	0	0	13	8							1	15	2	50000	dru
Barbarian	2hs-Normal	100	24	561	5	1	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4	StrSkill21	50	BarWearbear	4	1000	0	25	10	Fire Claws	4	70	0	20	8	Shape Shifting	1	0	0	19	8	Firestorm	0	0	0	19	8	Molten Boulder	0	0	0	19	8							1	15	2	50000	dru
Barbarian	2hs-Normal	100	25	561	5	1	28	515	MercX101	MercX167	9000	120	450	19	300	15	101	15	63	10	150	20	16	20	6	56	7	56	7	56	7	56	7	StrSkill21	50	BarWearbear	4	1000	0	8	10	Fire Claws	4	70	0	6	8	Shape Shifting	1	0	0	5	8	Firestorm	0	0	0	5	8	Molten Boulder	0	0	0	5	8							1	15	2	50000	dru
Barbarian	2hs-Normal	100	25	561	5	1	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7	StrSkill21	50	BarWearbear	4	1000	0	18	10	Fire Claws	4	70	0	14	8	Shape Shifting	1	0	0	13	8	Firestorm	0	0	0	13	8	Molten Boulder	0	0	0	13	8							1	15	2	50000	dru
Barbarian	2hs-Normal	100	25	561	5	1	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4	StrSkill21	50	BarWearbear	4	1000	0	25	10	Fire Claws	4	70	0	20	8	Shape Shifting	1	0	0	19	8	Firestorm	0	0	0	19	8	Molten Boulder	0	0	0	19	8							1	15	2	50000	dru
Barbarian	1hs-Normal	100	36	560	5	1	28	515	MercX101	MercX167	9000	120	450	19	300	15	101	15	63	10	150	20	16	20	6	56	7	56	7	56	7	56	7		50	BarWearwolf	4	1000	0	2	7	Rabies	4	60	0	2	7	Blade Mastery	1	0	0	2	6	Plague Poppy	0	0	0	2	7													1	15	2	50000	bar
Barbarian	1hs-Normal	100	36	560	5	1	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7		50	BarWearwolf	4	1000	0	9	7	Rabies	4	60	0	9	7	Blade Mastery	1	0	0	8	6	Plague Poppy	0	0	0	9	7													1	15	2	50000	bar
Barbarian	1hs-Normal	100	36	560	5	1	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	BarWearwolf	4	1000	0	13	7	Rabies	4	60	0	13	7	Blade Mastery	1	0	0	12	6	Plague Poppy	0	0	0	13	7													1	15	2	50000	bar
Barbarian	2hs-Nightmare	100	26	561	5	2	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7	StrSkill21	50	BarWearbear	4	1000	0	18	10	Fire Claws	4	70	0	14	8	Shape Shifting	1	0	0	13	8	Firestorm	4	0	0	13	8	Molten Boulder	4	0	0	13	8							1	15	2	50000	dru
Barbarian	2hs-Nightmare	100	26	561	5	2	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4	StrSkill21	50	BarWearbear	4	1000	0	25	10	Fire Claws	4	70	0	20	8	Shape Shifting	1	0	0	19	8	Firestorm	4	0	0	19	8	Molten Boulder	4	0	0	19	8							1	15	2	50000	dru
Barbarian	2hs-Nightmare	100	27	561	5	2	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7	StrSkill21	50	BarWearbear	4	1000	0	18	10	Fire Claws	4	70	0	14	8	Shape Shifting	1	0	0	13	8	Firestorm	4	0	0	13	8	Molten Boulder	4	0	0	13	8							1	15	2	50000	dru
Barbarian	2hs-Nightmare	100	27	561	5	2	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4	StrSkill21	50	BarWearbear	4	1000	0	25	10	Fire Claws	4	70	0	20	8	Shape Shifting	1	0	0	19	8	Firestorm	4	0	0	19	8	Molten Boulder	4	0	0	19	8							1	15	2	50000	dru
Barbarian	1hs-Nightmare	100	37	560	5	2	58	515	MercX101	MercX167	18000	130	1020	30	775	25	158	15	101	10	750	35	39	43	8	109	7	109	7	109	7	109	7		50	BarWearwolf	4	1000	0	9	7	Rabies	4	100	0	9	7	Shape Shifting	1	0	0	9	7	Plague Poppy	1	0	0	8	6	Blade Mastery	5	0	0	13	6							1	15	2	50000	bar
Barbarian	1hs-Nightmare	100	37	560	5	2	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	BarWearwolf	4	1000	0	13	7	Rabies	4	100	0	13	7	Shape Shifting	1	0	0	13	7	Plague Poppy	1	0	0	12	6	Blade Mastery	5	0	0	17	6							1	15	2	50000	bar
Barbarian	2hs-Hell	100	28	561	5	3	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4	StrSkill21	50	BarWearbear	4	1000	0	25	10	Fire Claws	4	70	0	20	8	Shape Shifting	1	0	0	19	8	Firestorm	4	0	0	19	8	Molten Boulder	4	0	0	19	8							1	15	2	50000	dru
Barbarian	2hs-Hell	100	29	561	5	3	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4	StrSkill21	50	BarWearbear	4	1000	0	25	10	Fire Claws	4	70	0	20	8	Shape Shifting	1	0	0	19	8	Firestorm	4	0	0	19	8	Molten Boulder	4	0	0	19	8							1	15	2	50000	dru
Barbarian	1hs-Hell	100	38	560	5	3	80	515	MercX101	MercX167	32000	140	1680	45	1332	35	200	15	129	10	1520	45	61	65	8	148	4	148	4	148	4	148	4		50	BarWearwolf	4	1000	0	13	7	Rabies	4	100	0	12	6	Shape Shifting	1	0	1	17	6	Plague Poppy	1	0	1	17	6	Blade Mastery	5	0	0	17	6							1	15	2	50000	bar
