Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol		
unraveler1	101	unraveler1	unraveler2	0	HollowOne	unraveler1		unraveler	GreaterMummy	raises undead	GY	1							skeleton2				2	8	1	1		3	5	1	23	44	79	unraveler	unraveler	12	15	7	0			46	70	70	70	30	35	40	40	45	50	60	70	80	24	27	31											mummy1								1							1			1			1	1													Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	1																100	66	33	-50	-33	-25	30	30	10	10	10	75	10	30	10	10	10	75	50	50	30	150	30	75	3			1		15	33	5	194	238	84	136	121	161	94							680	840	480	300	440	560	640							720	1800	660	840	960									A1	120	160	1000	15	66	66	1000	15	132	132	1000																															Act 2 Cast A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A					Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated							0		
unraveler2	102	unraveler1	unraveler3	1	Guardian	unraveler2		unraveler	GreaterMummy	raises undead	GY	1							skeleton3				2	8	1	1		3	5	1	27	46	77	unraveler	unraveler	12	15	7	0			46	75	75	75	35	40	45	45	50	50	70	75	85	24	27	31											mummy2								1							1			1			1	1													Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	2																100	66	33	-50	-33	-25	30	30	10	10	10	75	10	30	10	10	10	75	50	150	150	30	30	75	3			1		15	33	5	193	237	84	136	117	151	92							680	840	480	300	440	560	640							720	1800	660	840	960									A1	116	150	1100	20	66	66	1100	20	132	132	1100																															Act 2 Cast B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0		
unraveler3	103	unraveler1	unraveler4	2	Unraveler	unraveler3		unraveler	GreaterMummy	raises undead	GY	1							skeleton4				2	8	1	1		4	6	1	30	49	80	unraveler	unraveler	12	15	7	0			46	80	80	80	40	45	50	50	55	50	80	85	90	24	27	31											mummy3								1							1			1			1	1													Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	3																100	66	33	-50	-33	-25	30	30	10	10	10	75	10	100	10	10	10	75	50	150	30	30	150	75	3			1		15	33	5	193	236	85	136	124	154	93							680	840	480	300	440	560	640							720	1800	660	840	960									A1	123	153	1200	25	66	66	1200	25	132	132	1200																															Act 2 Cast C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) Cast C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0		
unraveler4	104	unraveler1	unraveler5	3	Horadrim Ancient	unraveler4		unraveler	GreaterMummy	raises undead	GY	1							skeleton5				2	8	1	1		5	7	1	35	52	84	unraveler	unraveler	12	15	7	0			46	85	85	85	45	50	55	55	55	55	85	85	90	24	27	31											mummy4								1							1			1			1	1													Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	4																100	66	33	-50	-33	-25	30	30	10	10	10	75	10	38	38	38	38	75	50	150	75	75	75	75	3			1		15	33	5	192	236	85	136	121	154	92							680	840	480	300	440	560	640							720	1800	660	840	960									A1	120	153	1500	30	66	66	1500	30	132	132	1500																															Act 3 Cast B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
unraveler5	105	unraveler1	unraveler6	4	Baal Subject Mummy	unraveler5		unraveler	GreaterMummy	raises undead	GY	1													1	1		6	8	1	60	64	85	unraveler	unraveler	12	15	7	0			46	85	85	85	45	50	55	55	55	55	85	90	95	24	27	31											mummy4								1							1			1			1	1													Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	5																100	66	33	-50	-33	-25	30	30	10	10	10	75	10	38	38	38	38	75	50	150	99	99	99	75	3			1		15	33	5	192	235	84	211	121	153	93							680	840	480	300	440	560	640							720	1800	660	840	960									A1	120	152	1500	30	66	66	1500	30	132	132	1500																															Act 5 Cast B	Act 5 Champ B	Act 5 Unique B					Act 5 (N) Cast B	Act 5 (N) Champ B	Act 5 (N) Unique B					Act 5 (H) Cast B	Act 5 (H) Champ B	Act 5 (H) Unique B			Act 5 (H) Champ B Desecrated	Act 5 (H) Unique B Desecrated							0		
chaoshorde1	106	chaoshorde1	chaoshorde2	0	unused	chaoshorde1			Idle		CH														0	0		4	6	1																																																																																																							30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2							5																																																																																																													0		
chaoshorde2	107	chaoshorde1	chaoshorde3	1	unused	chaoshorde2			Idle		CH														0	0		4	6	1																																																																																																							30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2							5																																																																																																													0		
chaoshorde3	108	chaoshorde1	chaoshorde4	2	unused	chaoshorde3			Idle		CH														0	0		4	6	1																																																																																																							30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2							5																																																																																																													0		
chaoshorde4	109	chaoshorde1		3	unused	chaoshorde4			Idle		CH														0	0		4	6	1																																																																																																							30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	30	30	10	2							5																																																																																																													0		
vulture1	110	vulture1	vulture2	0	CarrionBird	vulture1		vulture	Vulture		VD	1													1	3		5	7	1	21	43	75	vulture	vulture	10	15	7	0			46	70	75	80	8	8	8	75	65	50	30	30	30	40	40	40																			1													1	1																																					100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	38	30	30	158	2				15	15	15	5	67	107	84	83	91	121	94							240	360	340	80	320	440	340							510	480	480	660	510																																																			Swarm 1	Act 2 Champ A	Act 2 Unique A					Swarm 1 (N)	Act 2 (N) Champ A	Act 2 (N) Unique A					Swarm 1 (H)	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated					1	1	0		
vulture2	111	vulture1	vulture3	1	UndeadScavenger	vulture2		vulture	Vulture		VD	1													2	3		5	7	1	23	44	76	vulture	vulture	10	15	7	0			46	80	80	85	8	8	8	75	65	50	30	30	30	50	50	50																			1						1							1	1																																					100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	38	150	30	38	2				16	16	16	5	66	107	84	83	91	121	94							240	360	340	80	320	440	340							510	480	480	660	510																																																			Swarm 1	Act 2 Champ A	Act 2 Unique A					Swarm 1 (N)	Act 2 (N) Champ A	Act 2 (N) Unique A					Swarm 1 (H)	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated					1	1	0		
vulture3	112	vulture1	vulture4	2	HellBuzzard	vulture3		vulture	Vulture		VD	1													2	4		6	8	1	33	52	80	vulture	vulture	10	15	7	0			46	85	85	90	8	8	8	75	65	50	30	30	30	60	60	60																			1								1					1	1																																					100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	150	30	30	38	2				22	22	22	5	66	107	85	83	93	122	94							240	360	340	80	320	440	340							510	480	480	660	510																																																			Swarm 2	Act 3 Champ B	Act 3 Unique B					Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B					Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated					1	1	0		
vulture4	113	vulture1	vulture5	3	WingedNightmare	vulture4		vulture	Vulture		VD	1													3	4		6	8	1	35	50	81	vulture	vulture	10	15	7	0			46	90	90	95	8	8	8	75	65	50	30	30	30	70	70	70																			1													1	1																																					100	100	100	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	38	150	30	38	2				23	23	23	5	65	107	85	83	94	121	92							240	360	340	80	320	440	340							510	480	480	660	510																																																			Swarm 2	Act 3 Champ B	Act 3 Unique B					Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B					Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated					1	1	0		
mosquito1	114	mosquito1	mosquito2	0	Sucker	mosquito1		mosquito	Mosquito	drains mana and stamina	MO	1													1	3		7	16	1	32	49	79	mosquito	mosquito	10	15	7	0			46							40	45	55	40	45	55	5	5	5																			1	1								1				1	1													Mosquito	seq_mosquitoskill	1																						100	75	50	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	50	30	158	2				21	21	21	5	21	107	85	74	51	122	94							80	400	380	75	200	380	360							570	450	300	570	540									A1	357	428		100	1000	1200		100	2000	2400																																Swarm 2	Act 3 Champ A	Act 3 Unique A					Swarm 2 (N)	Act 3 (N) Champ A	Act 3 (N) Unique A					Swarm 2 (H)	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
mosquito2	115	mosquito1	mosquito3	1	Feeder	mosquito2		mosquito	Mosquito	drains mana and stamina	MO	1													2	3		7	16	1	35	51	82	mosquito	mosquito	10	15	7	0			46							40	45	55	40	45	55	5	5	5																			1	1								1				1	1													Mosquito	seq_mosquitoskill	1																						100	75	50	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	50	30	158	2				23	23	23	5	21	107	85	74	54	121	92							80	400	380	75	200	380	360							570	450	300	570	540									A1	400	466		100	1000	1200		100	2000	2400																																Swarm 2	Act 3 Champ B	Act 3 Unique B					Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B					Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
mosquito3	116	mosquito1	mosquito4	2	BloodHook	mosquito3		mosquito	Mosquito	drains mana and stamina	MO	1													2	4		7	16	1	33	50	81	mosquito	mosquito	10	15	7	0			46							40	50	55	40	50	60	5	5	5																			1	1								1				1	1													Mosquito	seq_mosquitoskill	1																						100	75	50	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	50	30	158	2				22	22	22	5	22	107	85	74	51	122	94							80	400	380	75	200	380	360							570	450	300	570	540									A1	500	571		100	1000	1200		100	2000	2400																																Swarm 2	Act 3 Champ B	Act 3 Unique B					Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B					Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
mosquito4	117	mosquito1		3	BloodWing	mosquito4		mosquito	Mosquito	drains mana and stamina	MO	1													3	4		7	16	1	36	53	85	mosquito	mosquito	10	15	7	0			46							40	50	55	40	50	60	5	5	5																			1	1								1				1	1													Mosquito	seq_mosquitoskill	1																						100	75	50	-50	-40	-33	30	30	10	10	10	10	10	30	10	10	10	10	30	50	30	50	30	158	2				24	24	24	5	21	107	85	74	51	119	92							80	400	380	75	200	380	360							570	450	300	570	540									A1	500	562		100	1000	1200		100	2000	2400																																Swarm 2	Act 3 Champ B	Act 3 Unique B					Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B					Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
willowisp1	118	willowisp1	willowisp2	0	Gloam	willowisp1		willowisp	WillOWisp	drains mana	WW	1	1												2	3		17	19	1	32	50	80	willowisp	willowisp	10	15	7	0			46	40	50	60	70	70	70	50	50	50																						willowisplightningbolt			1	1					1			1				1	1													Chain Lightning	SC	1																									-50	-33	0	20	20	10	75	10	10	60	30	10	105	10	10	90	50	30	150	30	10	2				21	21	21	5	44	87	85	74	36	151	94							180	340	460	120	180	460	480							690	720	270	690	720									A1	14	64		40	200	400		40	800	1200		SC	ltng	100	5	120		100	20	640		100	30	1140																		Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated					1	1	0		
willowisp2	119	willowisp1	willowisp3	1	SwampGhost	willowisp2		willowisp	WillOWisp	drains mana	WW	1	1												2	4		17	19	1	35	53	81	willowisp	willowisp	10	15	7	0			46	50	60	65	80	80	80	40	40	40																						willowisplightningbolt			1	1					1			1				1	1													Chain Lightning	SC	2																									-50	-33	0	20	20	10	90	10	10	75	30	10	120	10	10	305	50	30	158	30	10	2				23	23	23	5	44	86	85	74	34	154	92							180	340	460	120	180	460	480							690	720	270	690	720									A1	13	66		60	200	400		60	800	1200		SC	ltng	100	5	120		100	20	640		100	30	1140																		Act 3 Wraith B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Wraith B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) Wraith B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated					1	1	0		
willowisp3	120	willowisp1	willowisp4	2	BurningSoul	willowisp3		willowisp	WillOWisp	drains mana	WW	1	1												3	4		17	19	1	39	56	83	willowisp	willowisp	10	15	7	0			46	60	70	70	85	85	85	35	35	35																						willowisplightningbolt			1	1					1			1				1	1													Chain Lightning	SC	3																									-50	-33	0	20	20	10	105	10	10	90	30	10	128	10	10	120	50	30	165	30	10	2				26	26	26	5	45	86	84	78	36	153	93							180	340	460	120	180	460	480							690	720	270	690	720									A1	17	70		80	200	400		80	800	1200		SC	ltng	100	5	120		100	20	640		100	30	1140																		Act 4 Wraith A	Act 3 Champ A	Act 3 Unique A					Act 4 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 4 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated					1	1	0		
willowisp4	121	willowisp1	willowisp5	3	BlackSoul	willowisp4		willowisp	WillOWisp	drains mana	WW	1	1												3	5		17	19	1	42	58	85	willowisp	willowisp	10	15	7	0			46	70	70	75	90	90	90	30	30	30																						willowisplightningbolt			1	1					1			1				1	1													Chain Lightning	SC	4																									-50	-33	0	20	20	10	120	10	10	105	30	10	150	10	10	135	50	30	173	30	10	2				28	28	28	5	44	87	84	82	34	151	93							180	340	460	120	180	460	480							690	720	270	690	720									A1	16	72		90	200	400		90	800	1200		SC	ltng	100	5	120		100	20	640		100	30	1140																		Act 4 Wraith B	Act 3 Champ B	Act 3 Unique B					Act 4 (N) Wraith B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 4 (H) Wraith B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated					1	1	0		
arach1	122	arach1	arach2	0	Arach	arach1		arach	Arach		SP	1													2	3		7	9	1	17	42	73	arach	arach	10	15	7	0			46	45	55	60	33	33	33	15	20	25	8	8	8	25	25	25																			1	1												1	1							1						SpiderLay	A2	1																						100	75	50	-50	-40	-25	30	30	10	10	10	10	10	30	10	10	10	10	75	50	165	30	30	75	3				12	12	12	5	155	192	84	114	88	138	92							600	760	540	110	320	480	400							810	660	480	720	600																																																			Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0		
arach2	123	arach1	arach3	1	SandFisher	arach2		arach	Arach		SP	1													3	3		8	10	1	23	45	75	arach	arach	10	15	7	0			46	55	65	70	40	40	40	15	20	25	8	10	10	30	30	30																			1	1												1	1							1						SpiderLay	A2	2																						100	75	50	-50	-40	-25	30	30	10	10	10	10	10	30	10	10	10	10	75	50	30	158	30	83	3				16	16	16	5	151	191	84	113	91	151	94							600	760	540	110	320	480	400							810	660	480	720	600																																																			Act 2 H2H A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A					Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated							0		
arach3	124	arach1	arach4	2	PoisonSpinner	arach3		arach	Arach		SP	1													3	4		9	11	1	32	49	78	arach	arach	10	15	7	0			46	65	75	75	45	45	45	20	25	30	8	12	12	35	35	35																			1	1												1	1							1						SpiderLay	A2	3																						100	75	50	-50	-40	-25	30	30	10	10	10	10	10	30	10	10	10	10	75	50	30	30	30	158	3				21	21	21	5	151	191	85	113	86	143	94							600	760	540	110	280	420	400							810	660	420	630	600									A1	21	35	1200	33	80	200	1200	33	160	400	1200																															Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
arach4	125	arach1	arach5	3	FlameSpider	arach4		arach	Arach		SP	1													4	4		9	12	1	33	50	79	arach	arach	10	15	7	0			46	75	75	75	50	50	50	33	35	40	8	10	10	40	40	40																			1	1												1	1							1						SpiderLay	A2	4																						100	75	50	-50	-40	-25	30	30	10	10	10	10	10	30	10	10	10	10	75	50	173	30	30	90	3				22	22	22	5	151	192	85	113	93	151	94							600	760	540	110	280	420	400							810	660	420	630	600									A1	21	42		40	50	100		40	100	200																																Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
arach5	126	arach1	arach6	4	SpiderMagus	arach5		arach	Arach		SP	1													4	5		9	15	1	35	53	84	arach	arach	10	15	7	0			46	75	75	75	55	55	55	20	25	30	8	8	8	45	45	45																			1	1												1	1							1						SpiderLay	A2	5																						100	75	50	-50	-40	-25	30	30	10	10	10	10	10	30	10	10	10	10	75	50	173	30	30	98	3				23	23	23	5	151	190	85	114	94	147	92							600	760	540	110	280	420	400							810	660	420	630	600									A1	26	40	3000	50	100	240	3000	50	200	480	3000																															Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
thornhulk1	127	thornhulk1	thornhulk2	0	ThornedHulk	thornhulk1		thornhulk	ThornHulk		TH	1													1	3		4	6	1	32	49	79	thornhulk	thornhulk	10	15	7	0			46	80	80	80	15	15	15	10	10	10	30	30	30	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	1																						100	85	75	-50	-40	-33	105	30	10	10	10	10	10	30	10	10	10	10	38	50	30	30	173	10	4				21	21	21	5	153	248	85	123	86	143	94	72	143	94				760	920	560	130	360	640	420	300	600	480				840	780	540	960	630	450	900	720						A2			7	100			7	100			7																															Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
thornhulk2	128	thornhulk1	thornhulk3	1	BrambleHulk	thornhulk2		thornhulk	ThornHulk		TH	1													2	3		4	6	1	33	50	80	thornhulk	thornhulk	10	15	7	0			46	85	85	85	25	25	25	10	10	10	40	40	40	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	2																						100	85	75	-50	-40	-33	105	30	10	10	10	10	10	30	10	10	10	10	38	50	30	30	173	10	4				22	22	22	5	153	248	85	123	93	151	94	79	151	94				760	920	560	130	360	640	420	300	600	480				840	780	540	960	630	450	900	720						A2			7	100			7	100			7																															Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0		
thornhulk3	129	thornhulk1	thornhulk4	2	Thrasher	thornhulk3		thornhulk	ThornHulk		TH	1													2	4		4	6	1	35	52	81	thornhulk	thornhulk	10	15	7	0			46	90	90	90	40	40	40	10	10	10	50	50	50	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	3																						100	85	75	-50	-40	-33	105	30	10	10	10	10	10	30	10	10	10	10	38	50	30	30	173	10	4				23	23	23	5	153	248	85	123	87	147	92	74	147	92				760	920	560	130	360	640	420	300	600	480				840	780	540	960	630	450	900	720						A2			7	100			7	100			7																															Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0		
thornhulk4	130	thornhulk1	thornhulk5	3	Spikefist	thornhulk4		thornhulk	ThornHulk		TH	1													3	5		4	6	1	41	57	84	thornhulk	thornhulk	10	15	7	0			46	100	100	100	50	50	50	10	10	10	55	55	55	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	4																						100	85	75	-50	-40	-33	105	30	10	10	10	10	10	30	10	10	10	10	38	50	30	30	173	10	4				27	27	27	5	152	247	84	133	89	148	93	77	148	93				760	920	560	130	360	640	420	300	600	480				840	780	540	960	630	450	900	720						A2			7	100			7	100			7																															Act 4 H2H A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0		
vampire1	131	vampire1	vampire2	0	GhoulLord	vampire1		vampire	Vampire	steals life	VA	1	1												1	2		7	9	1	29	49	80	vampire	vampire	11	15	7	0			46	55	55	55	20	40	50	24	25	25	25	25	35	3	3	3																			1							1			1			1	1		1											VampireFireball	SC	2	VampireFirewall	SC	2	VampireMeteor	SC	2	VampireMissile	SC	2													100	85	75	-50	-40	-25	30	20	10	10	75	10	45	30	10	10	75	75	45	50	50	38	165	75	3				19	19	19	5	153	211	84	110	47	116	93							600	800	400	150	200	400	480							600	900	300	600	720									A1	38	115	25	60	100	200	50	60	200	400	75																															Act 2 Cast C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) Cast C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0		
